name,year,type,link,second_name,sex,id
Боресков Георгий Константинович,1966,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49633.ln-ru,Константинович,m,214
Борисевич Николай Александрович,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-312.ln-ru,Александрович,m,215
Борисов Иван Алексеевич (архиепископ Иннокентий),1841,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49634.ln-ru,Алексеевич,m,216
Борисяк Алексей Алексеевич,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49635.ln-ru,Алексеевич,m,217
Борковский Виктор Иванович,1972,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49636.ln-ru,Иванович,m,218
Боровик-Романов Андрей Станиславович,1972,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49641.ln-ru,Станиславович,m,219
Боровков Александр Алексеевич,1990,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-205.ln-ru,Алексеевич,m,220
Бородакий Юрий Владимирович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-53830.ln-ru,Владимирович,m,221
Бородин Иван Парфеньевич,1902,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49643.ln-ru,Парфеньевич,m,222
Бородин Юрий Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62627.ln-ru,Иванович,m,223
Бородычев Виктор Владимирович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63035.ln-ru,Владимирович,m,224
Бортников Николай Стефанович,2008,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1895.ln-ru,Стефанович,m,225
Бохан Николай Александрович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63175.ln-ru,Александрович,m,226
Бочвар Андрей Анатольевич,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49649.ln-ru,Анатольевич,m,227
Боярчук Александр Алексеевич,1987,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-30.ln-ru,Алексеевич,m,228
Бражкин Вадим Вениаминович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-60843.ln-ru,Вениаминович,m,229
Брандт Федор Федорович (Иоганн Фридрих),1832,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49658.ln-ru,Федорович,m,230
Браун Иосиф Адам,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49660.ln-ru,Адам,m,231
Браунштейн Александр Евсеевич,1964,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49663.ln-ru,Евсеевич,m,232
Бреверн Карл фон,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49665.ln-ru,фон,m,233
Бредикис Юргис Юозо,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62603.ln-ru,Юозо,m,234
Бредихин Федор Александрович,1890,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49667.ln-ru,Александрович,m,235
Брем (Брэме) Иоганн Фридрих,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49668.ln-ru,Иоганн,m,236
Бреховских Леонид Максимович,1968,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-59.ln-ru,Максимович,m,237
Брико Николай Иванович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62628.ln-ru,Иванович,m,238
Брицке Эргард Викторович,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49675.ln-ru,Викторович,m,239
Бровкина Алевтина Федоровна,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62630.ln-ru,Федоровна,f,240
Бромлей Юлиан Владимирович,1976,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49683.ln-ru,Владимирович,m,241
Броссе Марий Иванович (Мари-Фелисите),1838,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49688.ln-ru,Иванович,m,242
Бруевич Николай Григорьевич,1942,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49693.ln-ru,Григорьевич,m,243
Бубнов Юрий Николаевич,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1190.ln-ru,Николаевич,m,244
Бугаев Александр Степанович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1009.ln-ru,Степанович,m,245
Бугаев Сергей Петрович,2000,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-347.ln-ru,Петрович,m,246
Будкер Герш Ицкович,1964,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49709.ln-ru,Ицкович,m,247
Будыко Михаил Иванович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1993.ln-ru,Иванович,m,248
Бужилова Александра Петровна,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-60565.ln-ru,Петровна,f,249
Буздалов Иван Николаевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-60689.ln-ru,Николаевич,m,250
Бузескул Владислав Петрович,1922,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49712.ln-ru,Петрович,m,251
Бузиашвили Юрий Иосифович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62631.ln-ru,Иосифович,m,252
Бузник Вячеслав Михайлович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1359.ln-ru,Михайлович,m,253
Буксбаум Иоганн Христиан,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49714.ln-ru,Христиан,m,254
Булгаков Михаил Петрович (епископ Макарий),1854,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49719.ln-ru,Петрович,m,255
Булдаков Лев Александрович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62632.ln-ru,Александрович,m,256
Бунге Николай Христианович,1890,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49726.ln-ru,Христианович,m,257
Бункин Борис Васильевич,1974,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-976.ln-ru,Васильевич,m,258
Бункин Федор Васильевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-313.ln-ru,Васильевич,m,259
Буняковский Виктор Яковлевич,1830,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49730.ln-ru,Яковлевич,m,260
Бунятян Армен Артаваздович,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62633.ln-ru,Артаваздович,m,261
Бурденко Николай Нилович,1939,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49733.ln-ru,Нилович,m,262
Бурцев Всеволод Сергеевич,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-972.ln-ru,Сергеевич,m,263
Буслаев Федор Иванович,1860,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49738.ln-ru,Иванович,m,264
Буслаев Юрий Александрович,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-36.ln-ru,Александрович,m,265
Буссе Иван Фомич (Иоганн Генрих),,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49740.ln-ru,Фомич,m,266
Бутков Петр Григорьевич,1841,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49316.ln-ru,Григорьевич,m,267
Бутлеров Александр Михайлович,1871,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49317.ln-ru,Михайлович,m,268
Бухарин Николай Иванович,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49743.ln-ru,Иванович,m,269
Бухарин Олег Валерьевич,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1677.ln-ru,Валерьевич,m,270
Бухтияров Валерий Иванович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-2941.ln-ru,Иванович,m,271
Бучаченко Анатолий Леонидович,1992,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-134.ln-ru,Леонидович,m,272
Бушмин Алексей Сергеевич,1979,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49747.ln-ru,Сергеевич,m,273
Быков Валерий Алексеевич,2013,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62634.ln-ru,Алексеевич,m,274
Быков Константин Михайлович,1946,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49751.ln-ru,Михайлович,m,275
Быховский Борис Евсеевич,1964,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49753.ln-ru,Евсеевич,m,276
Бычков Афанасий Федорович,1866,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49754.ln-ru,Федорович,m,277
Бычков Игорь Вячеславович,2011,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-3257.ln-ru,Вячеславович,m,278
"Бэр Карл Максимович (Карл Эрнст), фон",1828,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49760.ln-ru,Максимович,m,279
Бюльфингер (Бильфингер) Георг Бернгард,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49763.ln-ru,Георг,m,280
Бюргер Михаил ,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49765.ln-ru,"",m,281
Бюшгенс Георгий Сергеевич,1981,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-795.ln-ru,Сергеевич,m,282
Вавилов Александр Александрович,,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49771.ln-ru,Александрович,m,283
Вавилов Николай Иванович,1929,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49772.ln-ru,Иванович,m,284
Вавилов Сергей Иванович,1932,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49774.ln-ru,Иванович,m,285
Ваганов Евгений Александрович,1997,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-1664.ln-ru,Александрович,m,286
Важенин Андрей Владимирович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-63182.ln-ru,Владимирович,m,287
Вайнштейн Борис Константинович,1976,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-49779.ln-ru,Константинович,m,288
Вайсберг Леонид Абрамович,2016,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-62025.ln-ru,Абрамович,m,289
Валиев Камиль Ахметович,1984,академик,http://www.ras.ru/win/db/show_per.asp?P=.id-973.ln-ru,Ахметович,m,290
